address,amphoe,cemail1,cfax,cname,cphone,cradio,dataid,entrydate,helipad,hosp_agency,hosp_ambulance,hosp_bed,hosp_bed_expand,hosp_bed_used,hosp_burn,hosp_code_new,hosp_code_old,hosp_morgue,hosp_morgue_used,hosp_oper_room,hosp_oper_room_used,hosp_stroke,hosp_surgery_capa,hosp_trauma,hosp_type,image_attachment_1,image_attachment_2,image_attachment_3,incidentid,label,latitude,longitude,map_label,originator_incident_name,originator_position,postcode,province,report_dt,subscribername,tambol,to_ecg
-,นาวัง,,,,,,4066,6/6/2019 6:22:45 PM,,กระทรวงสาธารณสุข,,0,,0,,,04243,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาแก ตำบลนาแก,17.36823756400000000000,102.07133059000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,นาแก,ส่วนควบคุมการฝึก (ECG)
-,นาวัง,,,,,,4067,6/6/2019 6:22:45 PM,,กระทรวงสาธารณสุข,,0,,0,,,04244,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนภูทอง  ตำบลวังทอง,17.32226340800000000000,102.02566880000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,วังทอง,ส่วนควบคุมการฝึก (ECG)
-,นาวัง,,,,,,4068,6/6/2019 6:22:45 PM,,กระทรวงสาธารณสุข,,0,,0,,,04245,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเจริญ  ตำบลวังทอง,16.86161243117863500000,102.60091345062290000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,วังทอง,ส่วนควบคุมการฝึก (ECG)
-,นาวัง,,,,,,4069,6/6/2019 6:22:45 PM,,กระทรวงสาธารณสุข,,0,,0,,,04246,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังปลาป้อม  ,17.42629247332633500000,101.99456751154048000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,นาแก,ส่วนควบคุมการฝึก (ECG)
-,นาวัง,,,,,,4070,6/6/2019 6:22:45 PM,,กระทรวงสาธารณสุข,,0,,0,,,04247,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังม่วง  ตำบลเทพคีรี,17.30284911420276500000,102.10934580720141000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,เทพคีรี,ส่วนควบคุมการฝึก (ECG)
153 ,เมืองหนองบัวลำภู,,,,,,4071,6/6/2019 6:22:45 PM,,กระทรวงสาธารณสุข,,228,,0,,,10704,,,,,,,,โรงพยาบาลทั่วไป,,,,0,โรงพยาบาลหนองบัวลำภู,17.19894598800000000000,102.45721339000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,39000,หนองบัวลำภู,,,หนองบัว,ส่วนควบคุมการฝึก (ECG)
84  ถ.อุดร-เลย ,นากลาง,,,,,,4072,6/6/2019 6:22:45 PM,,กระทรวงสาธารณสุข,,60,,0,,,10991,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลนากลาง,17.30189812100000000000,102.20538608000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,นากลาง,ส่วนควบคุมการฝึก (ECG)
-,โนนสัง,,,,,,4073,6/6/2019 6:22:46 PM,,กระทรวงสาธารณสุข,,30,,0,,,10992,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลโนนสัง,16.87130926000000000000,102.54997015000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,โนนสัง,ส่วนควบคุมการฝึก (ECG)
106 ,ศรีบุญเรือง,,,,,,4074,6/6/2019 6:22:46 PM,,กระทรวงสาธารณสุข,,60,,0,,,10993,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลศรีบุญเรือง,16.96916533500000000000,102.28117109000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,เมืองใหม่,ส่วนควบคุมการฝึก (ECG)
ถ.พระไชยเชษฐา ,สุวรรณคูหา,,,,,,4075,6/6/2019 6:22:46 PM,,กระทรวงสาธารณสุข,,30,,0,,,10994,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลสุวรรณคูหา,17.56552155200000000000,102.28136091000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,สุวรรณคูหา,ส่วนควบคุมการฝึก (ECG)
-,สุวรรณคูหา,,,,,,4076,6/6/2019 6:22:46 PM,,กระทรวงสาธารณสุข,,0,,0,,,11741,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวิจิตรพัฒนา  ตำบลนาดี,17.43852811664855200000,102.26962030420509000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,นาดี,ส่วนควบคุมการฝึก (ECG)
-,เมืองหนองบัวลำภู,,,,,,4077,6/6/2019 6:22:46 PM,,กระทรวงสาธารณสุข,,0,,0,,,13892,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสมบูรณ์  ตำบลนาคำไฮ,17.26689916633074500000,102.34128402136753000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,นาคำไฮ,ส่วนควบคุมการฝึก (ECG)
-,ศรีบุญเรือง,,,,,,4078,6/6/2019 6:22:46 PM,,กระทรวงสาธารณสุข,,0,,0,,,13893,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยหว้า  ตำบลศรีบุญเรือง,16.92268694129754000000,102.29820175809812000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,ศรีบุญเรือง,ส่วนควบคุมการฝึก (ECG)
-,สุวรรณคูหา,,,,,,4079,6/6/2019 6:22:46 PM,,กระทรวงสาธารณสุข,,0,,0,,,13895,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกนกพัฒนา  ตำบลบุญทัน,17.60686925905471000000,102.12416669476556000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,บุญทัน,ส่วนควบคุมการฝึก (ECG)
-,นากลาง,,,,,,4080,6/6/2019 6:22:47 PM,,กระทรวงสาธารณสุข,,0,,0,,,14864,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสวรรค์  ตำบลอุทัยสวรรค์,17.19792745199132000000,102.16150078585020000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,อุทัยสวรรค์,ส่วนควบคุมการฝึก (ECG)
ตำบลนาเห,นาวัง,,,,,,4081,6/6/2019 6:22:47 PM,,กระทรวงสาธารณสุข,,30,,0,,,23367,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา,17.31898410000000000000,102.07704793000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,-,หนองบัวลำภู,,,นาเหล่า,ส่วนควบคุมการฝึก (ECG)
ม.12,เมืองหนองบัวลำภู,,,,042 0311202,,11665,6/15/2019 11:29:44 PM,,เอกชน,0.0,30,,0,,,11924,0.0,0.0,0.0,0.0,,,,โรงพยาบาลเอกชน,,,,0,โรงพยาบาลวีระพลการแพทย์,17.203517,102.43964329999994,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.หนองบัวลำภู,39000,หนองบัวลำภู,6/15/2019 11:29:09 PM,,หนองบัว,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4084,6/6/2019 6:22:47 PM,,กระทรวงสาธารณสุข,,0,,0,,,04248,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลสำราญ,16.53673232500000000000,102.82991104000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,สำราญ,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4085,6/6/2019 6:22:47 PM,,กระทรวงสาธารณสุข,,0,,0,,,04249,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคก,16.53611434500000000000,102.85576900000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,สำราญ,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4086,6/6/2019 6:22:48 PM,,กระทรวงสาธารณสุข,,0,,0,,,04250,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลโคกสี,16.48104324500000000000,102.94438815000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,โคกสี,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4087,6/6/2019 6:22:48 PM,,กระทรวงสาธารณสุข,,0,,0,,,04251,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองบัวดีหมี,16.32381361600000000000,102.79494398000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,ท่าพระ,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4088,6/6/2019 6:22:48 PM,,กระทรวงสาธารณสุข,,0,,0,,,04252,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าพระ,16.34495830200000000000,102.80311869000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,ท่าพระ,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4089,6/6/2019 6:22:48 PM,,กระทรวงสาธารณสุข,,0,,0,,,04253,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่ม,16.44640714600000000000,102.72113385000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,บ้านทุ่ม,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4090,6/6/2019 6:22:48 PM,,กระทรวงสาธารณสุข,,0,,0,,,04254,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลเมืองเก่า,16.37102617400000000000,102.80517586000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,เมืองเก่า,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4091,6/6/2019 6:22:48 PM,,กระทรวงสาธารณสุข,,0,,0,,,04255,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนบม,16.37756463300000000000,102.84601852000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,เมืองเก่า,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4092,6/6/2019 6:22:48 PM,,กระทรวงสาธารณสุข,,0,,0,,,04256,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านผือ,16.39679827400000000000,102.87429804000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,พระลับ,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4093,6/6/2019 6:22:48 PM,,กระทรวงสาธารณสุข,,0,,0,,,04257,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลพระลับ,16.43066971665040000000,102.88852521740966000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,พระลับ,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4094,6/6/2019 6:22:49 PM,,กระทรวงสาธารณสุข,,0,,0,,,04258,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลสาวะถี,16.50747654500000000000,102.69886290000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,สาวะถี,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4095,6/6/2019 6:22:49 PM,,กระทรวงสาธารณสุข,,0,,0,,,04259,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนรัง,16.54737830900000000000,102.69308879000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,สาวะถี,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4096,6/6/2019 6:22:49 PM,,กระทรวงสาธารณสุข,,0,,0,,,04260,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหว้า,16.38569679000000000000,102.70740509000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,บ้านหว้า,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4097,6/6/2019 6:22:49 PM,,กระทรวงสาธารณสุข,,0,,0,,,04261,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านค้อ,16.55017225000000000000,102.75939703000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,บ้านค้อ,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4098,6/6/2019 6:22:49 PM,,กระทรวงสาธารณสุข,,0,,0,,,04262,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านซำจาน,16.60514718800000000000,102.79443019000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,บ้านค้อ,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4099,6/6/2019 6:22:49 PM,,กระทรวงสาธารณสุข,,0,,0,,,04263,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลแดงใหญ่,16.47353776900000000000,102.74798744000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,แดงใหญ่,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4100,6/6/2019 6:22:49 PM,,กระทรวงสาธารณสุข,,0,,0,,,04264,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลดอนช้าง,16.37346446000000000000,102.75032848000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,ดอนช้าง,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4101,6/6/2019 6:22:49 PM,,กระทรวงสาธารณสุข,,0,,0,,,04265,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลดอนหัน,16.33894002000000000000,102.85499364000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,ดอนหัน,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4102,6/6/2019 6:22:50 PM,,กระทรวงสาธารณสุข,,0,,0,,,04266,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหญ้าแพรก,16.31691836100000000000,102.86953043000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,ดอนหัน,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4103,6/6/2019 6:22:50 PM,,กระทรวงสาธารณสุข,,0,,0,,,04267,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนม่วง,16.49088511400000000000,102.81803425000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,ศิลา,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4104,6/6/2019 6:22:50 PM,,กระทรวงสาธารณสุข,,0,,0,,,04268,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลศิลา,16.47552540200000000000,102.86168990000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,ศิลา,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4105,6/6/2019 6:22:50 PM,,กระทรวงสาธารณสุข,,0,,0,,,04269,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเป็ด,16.43229640900000000000,102.75636395000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,บ้านเป็ด,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4106,6/6/2019 6:22:50 PM,,กระทรวงสาธารณสุข,,0,,0,,,04270,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองตูม,16.51760628200000000000,102.95431372000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,หนองตูม,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4107,6/6/2019 6:22:50 PM,,กระทรวงสาธารณสุข,,0,,0,,,04271,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบึงเนียม,16.43802013300000000000,102.94459810000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,บึงเนียม,ส่วนควบคุมการฝึก (ECG)
-,เมืองขอนแก่น,,,,,,4108,6/6/2019 6:22:50 PM,,กระทรวงสาธารณสุข,,0,,0,,,04272,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลโนนท่อน,16.57996758900000000000,102.84869773000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,โนนท่อน,ส่วนควบคุมการฝึก (ECG)
-,บ้านฝาง,,,,,,4109,6/6/2019 6:22:50 PM,,กระทรวงสาธารณสุข,,0,,0,,,04273,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองบัว,16.48011287100000000000,102.58347502000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40270,ขอนแก่น,,,หนองบัว,ส่วนควบคุมการฝึก (ECG)
-,บ้านฝาง,,,,,,4110,6/6/2019 6:22:50 PM,,กระทรวงสาธารณสุข,,0,,0,,,04274,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลป่าหวายนั่ง,16.60290133000000000000,102.66492060000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40270,ขอนแก่น,,,ป่าหวายนั่ง,ส่วนควบคุมการฝึก (ECG)
-,บ้านฝาง,,,,,,4111,6/6/2019 6:22:51 PM,,กระทรวงสาธารณสุข,,0,,0,,,04275,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลโนนฆ้อง,16.40264482100000000000,102.59300604000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40000,ขอนแก่น,,,โนนฆ้อง,ส่วนควบคุมการฝึก (ECG)
-,บ้านฝาง,,,,,,4112,6/6/2019 6:22:51 PM,,กระทรวงสาธารณสุข,,0,,0,,,04276,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่า,16.40339241300000000000,102.65916321000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40270,ขอนแก่น,,,บ้านเหล่า,ส่วนควบคุมการฝึก (ECG)
-,บ้านฝาง,,,,,,4113,6/6/2019 6:22:51 PM,,กระทรวงสาธารณสุข,,0,,0,,,04277,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลป่ามะนาว,16.35693113000000000000,102.60683465000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40270,ขอนแก่น,,,ป่ามะนาว,ส่วนควบคุมการฝึก (ECG)
-,บ้านฝาง,,,,,,4114,6/6/2019 6:22:51 PM,,กระทรวงสาธารณสุข,,0,,0,,,04278,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลโคกงาม,16.55919634200000000000,102.61701454000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40270,ขอนแก่น,,,โคกงาม,ส่วนควบคุมการฝึก (ECG)
-,พระยืน,,,,,,4115,6/6/2019 6:22:51 PM,,กระทรวงสาธารณสุข,,0,,0,,,04279,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลพระบุ,16.26919062400000000000,102.69402806000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40320,ขอนแก่น,,,พระบุ,ส่วนควบคุมการฝึก (ECG)
-,พระยืน,,,,,,4116,6/6/2019 6:22:51 PM,,กระทรวงสาธารณสุข,,0,,0,,,04280,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโต้น,16.28133361800000000000,102.73595789000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40320,ขอนแก่น,,,บ้านโต้น,ส่วนควบคุมการฝึก (ECG)
-,พระยืน,,,,,,4117,6/6/2019 6:22:51 PM,,กระทรวงสาธารณสุข,,0,,0,,,04281,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองแวง,16.32480022500000000000,102.71613909000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40320,ขอนแก่น,,,หนองแวง,ส่วนควบคุมการฝึก (ECG)
-,พระยืน,,,,,,4118,6/6/2019 6:22:51 PM,,กระทรวงสาธารณสุข,,0,,0,,,04282,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลขามป้อม,16.29587657100000000000,102.67749634000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40320,ขอนแก่น,,,ขามป้อม,ส่วนควบคุมการฝึก (ECG)
-,หนองเรือ,,,,,,4119,6/6/2019 6:22:52 PM,,กระทรวงสาธารณสุข,,0,,0,,,04283,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองเรือ,16.52396155300000000000,102.47898972000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40120,ขอนแก่น,,,หนองเรือ,ส่วนควบคุมการฝึก (ECG)
-,หนองเรือ,,,,,,4120,6/6/2019 6:22:52 PM,,กระทรวงสาธารณสุข,,0,,0,,,04284,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหมือดแอ่,16.44372116000000000000,102.48846170000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40120,ขอนแก่น,,,บ้านเม็ง,ส่วนควบคุมการฝึก (ECG)
-,หนองเรือ,,,,,,4121,6/6/2019 6:22:52 PM,,กระทรวงสาธารณสุข,,0,,0,,,04285,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเม็ง,16.44960120500000000000,102.44140811000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40120,ขอนแก่น,,,บ้านเม็ง,ส่วนควบคุมการฝึก (ECG)
-,หนองเรือ,,,,,,4122,6/6/2019 6:22:52 PM,,กระทรวงสาธารณสุข,,0,,0,,,04286,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกง,16.51958977900000000000,102.52427272000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.ขอนแก่น,40120,ขอนแก่น,,,บ้านกง,ส่วนควบคุมการฝึก (ECG)
